上市有價證券種類,有價證券代號代碼,有價證券代號名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
股票,2415,錩新,TW0002415007,2000/09/11,上市,電子零組件業,ESVUFR,
股票,2417,圓剛,TW0002417003,2000/09/11,上市,電腦及週邊設備業,ESVUFR,
股票,2419,仲琦,TW0002419009,2000/09/11,上市,通信網路業,ESVUFR,
股票,2420,新巨,TW0002420007,2000/09/11,上市,電子零組件業,ESVUFR,
股票,2421,建準,TW0002421005,2000/09/11,上市,電子零組件業,ESVUFR,
股票,2423,固緯,TW0002423001,2000/09/11,上市,其他電子業,ESVUFR,
股票,2424,隴華,TW0002424009,2000/09/11,上市,通信網路業,ESVUFR,
股票,2425,承啟,TW0002425006,2000/09/11,上市,電腦及週邊設備業,ESVUFR,
股票,2426,鼎元,TW0002426004,2000/09/11,上市,光電業,ESVUFR,
股票,2427,三商電,TW0002427002,2000/09/11,上市,資訊服務業,ESVUFR,
股票,2428,興勤,TW0002428000,2000/09/11,上市,電子零組件業,ESVUFR,
股票,2429,銘旺科,TW0002429008,2000/09/11,上市,光電業,ESVUFR,
股票,2430,燦坤,TW0002430006,2000/09/11,上市,電子通路業,ESVUFR,
股票,2431,聯昌,TW0002431004,2000/09/11,上市,電子零組件業,ESVUFR,
股票,2433,互盛電,TW0002433000,2000/09/11,上市,其他電子業,ESVUFR,
股票,2434,統懋,TW0002434008,2000/09/11,上市,半導體業,ESVUFR,
股票,2436,偉詮電,TW0002436003,2000/09/11,上市,半導體業,ESVUFR,
股票,2438,翔耀,TW0002438009,2000/09/11,上市,光電業,ESVUFR,
股票,2439,美律,TW0002439007,2000/09/11,上市,通信網路業,ESVUFR,
股票,2440,太空梭,TW0002440005,2000/11/10,上市,電子零組件業,ESVUFR,
股票,2441,超豐,TW0002441003,2000/10/26,上市,半導體業,ESVUFR,
股票,2442,新美齊,TW0002442001,2000/11/22,上市,建材營造業,ESVUFR,
股票,2444,兆勁,TW0002444007,2000/12/08,上市,通信網路業,ESVUFR,
股票,2449,京元電子,TW0002449006,2001/05/09,上市,半導體業,ESVUFR,
股票,2450,神腦,TW0002450004,2001/05/24,上市,通信網路業,ESVUFR,
股票,2451,創見,TW0002451002,2001/05/03,上市,半導體業,ESVUFR,
股票,2453,凌群,TW0002453008,2001/05/22,上市,資訊服務業,ESVUFR,
股票,2454,聯發科,TW0002454006,2001/07/23,上市,半導體業,ESVUFR,
股票,2455,全新,TW0002455003,2002/01/24,上市,通信網路業,ESVUFR,
股票,2457,飛宏,TW0002457009,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2458,義隆,TW0002458007,2001/09/17,上市,半導體業,ESVUFR,
股票,2459,敦吉,TW0002459005,2001/09/17,上市,其他電子業,ESVUFR,
股票,2460,建通,TW0002460003,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2461,光群雷,TW0002461001,2001/09/17,上市,其他電子業,ESVUFR,
股票,2462,良得電,TW0002462009,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2464,盟立,TW0002464005,2001/09/17,上市,其他電子業,ESVUFR,
股票,2465,麗臺,TW0002465002,2001/09/19,上市,電腦及週邊設備業,ESVUFR,
股票,2466,冠西電,TW0002466000,2001/09/17,上市,光電業,ESVUFR,
股票,2467,志聖,TW0002467008,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2468,華經,TW0002468006,2001/09/17,上市,資訊服務業,ESVUFR,
股票,2471,資通,TW0002471000,2001/09/17,上市,資訊服務業,ESVUFR,
股票,2472,立隆電,TW0002472008,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2474,可成,TW0002474004,2001/09/17,上市,其他電子業,ESVUFR,
股票,2476,鉅祥,TW0002476009,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2477,美隆電,TW0002477007,2001/09/17,上市,其他電子業,ESVUFR,
股票,2478,大毅,TW0002478005,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2480,敦陽科,TW0002480001,2001/09/17,上市,資訊服務業,ESVUFR,
股票,2481,強茂,TW0002481009,2001/09/17,上市,半導體業,ESVUFR,
股票,2482,連宇,TW0002482007,2001/09/17,上市,其他電子業,ESVUFR,
股票,2483,百容,TW0002483005,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2484,希華,TW0002484003,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2485,兆赫,TW0002485000,2001/09/17,上市,通信網路業,ESVUFR,
股票,2486,一詮,TW0002486008,2001/09/19,上市,光電業,ESVUFR,
股票,2488,漢平,TW0002488004,2001/09/17,上市,其他電子業,ESVUFR,
股票,2489,瑞軒,TW0002489002,2001/09/17,上市,光電業,ESVUFR,
股票,2491,吉祥全,TW0002491008,2001/09/17,上市,光電業,ESVUFR,
股票,2492,華新科,TW0002492006,2001/09/17,上市,電子零組件業,ESVUFR,
股票,2493,揚博,TW0002493004,2002/01/23,上市,電子零組件業,ESVUFR,
股票,2495,普安,TW0002495009,2002/03/25,上市,電腦及週邊設備業,ESVUFR,
股票,2496,卓越,TW0002496007,2002/03/08,上市,其他業,ESVUFR,
股票,2497,怡利電,TW0002497005,2002/02/04,上市,汽車工業,ESVUFR,
股票,2498,宏達電,TW0002498003,2002/03/26,上市,通信網路業,ESVUFR,
股票,2501,國建,TW0002501004,1967/10/28,上市,建材營造業,ESVUFR,
股票,2504,國產,TW0002504008,1978/03/14,上市,建材營造業,ESVUFR,
